clientnum,total_relationship_count,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_ct_chng_q4_q1,total_trans_ct
712207683,3,684,0.588,1555,0.48,37
712206858,3,2231,1.731,3094,1.647,45
712206033,2,1355,0.742,16089,0.725,119
712204308,6,504,0.942,2878,0.625,65
712203333,1,1750,0.618,4691,0.727,76
712202433,3,1020,0.944,3687,1.125,68
712200033,1,0,0.75,4983,0.733,78
712198983,3,0,0.784,3169,0.489,67
712196508,4,1164,0.717,1015,0.35,27
712195383,2,1585,0.617,14932,0.803,110
712191783,1,1634,0.768,7788,0.469,94
712190358,1,1802,0.762,5199,0.738,73
712189233,5,2517,1.488,3095,0.969,63
712187808,4,0,0.685,1826,0.75,35
712184133,2,1408,0.635,5089,0.455,80
712181658,4,1552,0.62,4983,0.755,86
712180308,1,1898,0.725,14755,0.732,123
712178883,3,1946,0.582,3592,0.756,79
712177908,1,1763,0.598,4310,0.875,75
712176708,5,2268,0.709,4609,0.74,87
712173108,3,1991,0.719,4228,0.708,82
712171158,6,0,0.879,4986,0.795,79
712169883,3,1079,0.947,4190,0.805,74
712168833,6,1469,0.831,1426,0.682,37
712166583,4,1468,0.627,3490,0.737,66
712165308,4,947,0.845,4255,0.694,61
712164333,3,1636,0.503,1758,0.457,51
712163433,1,644,0.723,2164,0.714,36
712161858,4,0,0.571,2244,0.929,54
712160058,5,0,0.656,2146,0.63,44
712159083,2,0,0.917,901,0.522,35
712157958,1,0,0.983,4883,0.5,42
712154883,3,1745,0.769,4823,0.8,72
712152408,1,1930,0.615,12478,0.764,97
712149033,5,1856,0.553,1834,0.571,55
712146558,3,1619,0.585,3230,0.711,65
712144158,6,1166,0.562,2164,0.607,45
712142733,5,1164,0.744,2028,1.053,39
712141683,4,753,0.707,3457,0.848,61
712138983,3,2216,0.76,1744,0.606,53
712138008,5,1663,0.645,4569,0.667,70
712137033,5,1719,0.657,4725,0.615,63
712136058,1,0,0.782,2643,0.515,50
712133508,5,1582,0.697,4734,0.596,75
712132383,2,861,0.839,5056,0.547,82
712130058,3,317,0.585,2415,0.577,41
712129158,2,1096,0.716,7747,0.651,104
712128258,5,2127,0.805,15872,0.681,116
712125258,3,0,0.98,701,0.727,19
712123008,2,1845,0.883,14532,0.871,116
712121508,1,0,0.751,5200,0.679,89
712120608,3,1884,0.384,861,1.5,15
712117983,6,1853,0.882,4787,0.714,60
712115958,5,2264,0.544,3562,0.682,74
712114458,6,1835,0.532,3941,0.455,64
712113558,4,1273,0.437,6549,0.974,75
712112733,5,1541,0.781,2518,0.971,67
712111608,1,0,0.61,4919,0.756,72
712110333,4,0,0.725,2568,0.297,48
712107783,1,1817,0.816,16132,0.873,118
712105533,6,1638,0.912,2905,0.806,56
712104333,2,1254,0.762,14401,0.754,100
712102983,6,0,0.634,3832,0.673,87
712098033,3,912,0.64,4945,0.56,78
712096758,6,653,0.782,4504,0.929,81
712092783,6,0,0.664,2027,0.448,42
712091433,5,902,1.296,2950,0.848,61
712089108,6,1141,0.919,4631,0.949,76
712085733,5,880,0.687,3491,0.455,64
712084383,4,2081,0.941,4247,0.841,81
712080333,3,1381,0.669,16252,0.623,112
712076358,5,868,0.882,3535,1.111,57
712075083,4,0,1.018,4830,0.724,50
712072908,4,736,0.386,1382,0.29,40
712071708,6,1351,0.521,1320,0.522,35
712070208,4,2458,0.625,4141,0.547,82
712069008,4,1007,0.84,1614,0.737,33
712064358,6,1544,0.906,1999,0.789,34
712060158,6,1645,0.765,2483,0.903,59
712058958,3,0,0.731,2744,0.829,75
712058133,1,708,0.677,7735,0.682,74
712055433,2,2072,0.94,14137,0.966,116
712053033,1,1411,0.785,8444,0.688,81
712052058,3,1574,0.791,4212,0.531,75
712050933,5,0,0.467,1533,0.323,41
712049208,3,2517,0.484,1238,1.083,25
712048008,3,1988,0.576,4127,0.533,69
712046808,1,1558,0.489,2003,0.593,43
712044558,6,1309,0.708,6408,0.944,70
712043433,5,1180,0.648,1213,0.571,33
712040433,6,2200,0.697,2097,0.541,57
712038258,3,1717,0.995,2538,0.4,42
712037358,3,1773,0.879,1509,0.667,45
712036383,6,0,0.918,9980,0.744,68
712033833,5,1341,0.952,3899,0.75,70
712030833,2,0,0.763,691,0.5,15
712029783,2,2253,0.853,7836,0.603,93
712027683,3,1184,0.85,1336,0.652,38
712025958,1,1420,0.848,14672,0.803,110
712024908,6,1257,0.891,1439,1.053,39
712022883,4,919,0.712,4555,1,82
712021233,5,0,1.051,9356,0.85,74
712019883,5,1528,0.777,3337,0.769,69
712018233,3,2517,0.602,4697,0.808,94
712014708,4,1501,0.825,4518,0.875,90
712013808,6,1720,0.869,4196,0.614,71
712012758,5,1860,0.834,4195,0.653,81
712011633,6,850,0.953,3652,1.37,64
712010358,2,0,0.938,7567,0.652,76
712009083,2,1030,0.87,8980,0.755,93
712006308,6,1686,0.702,1236,0.591,35
712005108,3,2155,0.438,1376,0.571,44
712004208,3,0,0.929,1973,0.686,59
712003083,3,2102,0.912,1612,0.737,33
712000758,5,1959,0.888,3997,0.929,54
711999783,4,1348,0.472,1406,0.533,23
711994458,6,0,0.712,4234,0.786,75
711993258,5,2057,0.821,4240,0.587,73
711992133,4,868,0.743,4801,0.714,72
711990933,4,0,0.699,3292,0.824,62
711989358,4,1187,0.875,3811,0.824,62
711985833,4,1605,0.574,1190,0.643,46
711984633,1,1953,0.599,4373,0.935,89
711982383,3,1777,0.519,4694,0.411,79
711978858,6,900,0.605,4422,0.628,70
711977508,1,1211,0.465,2141,0.481,40
711970533,3,1349,0.756,4365,0.732,71
711968358,1,1423,0.551,4153,0.925,77
711967158,6,1370,0.781,4359,0.927,79
711964533,3,2517,0.733,4155,0.659,68
711963183,2,0,0.704,7588,0.581,98
711957708,6,1591,1.596,2064,1.062,33
711954558,3,2357,0.654,1333,0.545,34
711953358,4,2264,0.773,4605,0.725,88
711949683,6,2517,0.53,1883,0.63,44
711948333,6,710,0.735,1190,0.5,30
711947358,2,1208,0.727,7716,0.804,83
711944733,1,828,0.852,5401,0.661,93
711942783,3,1909,0.833,4048,0.848,61
711939558,3,0,0.642,2596,0.393,39
711937158,5,0,0.832,4837,0.74,87
711935283,3,0,0.414,1427,0.333,36
711934308,5,0,0.604,3342,0.824,62
711929058,5,1209,1.228,2157,1.882,49
711927108,2,350,1.024,1196,0.333,28
711925608,3,1623,0.681,3886,0.8,81
711922158,1,0,0.778,5109,0.722,62
711919608,4,1720,0.713,2702,0.778,32
711918033,3,1074,0.697,2050,0.524,32
711916533,5,1884,0.77,4734,0.886,83
711913833,4,1437,0.649,1865,0.938,31
711909933,3,618,0.846,4815,1.024,83
711907083,3,1034,0.505,2950,0.684,64
711906033,4,1131,0.566,3546,0.615,63
711904008,4,0,0.642,2203,0.519,41
711902058,3,0,1.623,2492,0.897,55
711900033,5,1734,0.789,5242,1.382,81
711893358,6,1196,0.641,4087,0.833,66
711891933,3,1582,0.496,3369,0.788,59
711890808,4,2048,0.716,4267,0.8,72
711887583,2,1628,0.696,836,0.385,18
711886383,5,605,0.691,2426,0.394,46
711885258,5,988,0.884,2078,0.68,42
711883833,6,665,0.844,4752,0.66,88
711881733,3,0,0.855,4548,0.652,76
711879633,4,1985,0.796,4480,0.75,70
711878733,3,2073,0.62,1685,0.364,45
711877458,6,0,0.705,4072,0.756,72
711876333,5,2151,0.583,1312,0.526,29
711874833,1,0,0.706,5497,0.63,88
711873858,2,1882,0.796,4667,0.82,91
711873033,4,0,0.748,2549,0.75,56
711871758,2,2517,0.725,2487,0.393,39
711870333,6,1597,0.858,1628,1.217,51
711866358,4,0,0.428,4429,0.472,78
711864783,5,1138,0.675,1199,0.6,32
711863433,1,1782,0.85,15670,0.785,116
711862533,5,2000,0.611,2500,0.68,42
711861258,3,0,0.691,4046,0.629,57
711857733,3,2517,0.703,1330,1.125,34
711856683,2,1273,0.64,7352,0.818,80
711854808,2,0,0.965,4734,0.541,57
711852783,3,1572,0.937,3446,1,56
711851583,6,1015,1.063,4794,0.878,77
711850533,5,0,0.885,4272,0.578,71
711848658,3,1776,1.292,1790,0.824,31
711847833,2,1127,0.705,4833,0.69,71
711846183,3,0,0.67,2271,0.722,31
711844758,6,1294,0.791,1388,1.056,37
711843708,2,0,0.654,2860,0.727,38
711842508,2,1580,0.877,7825,0.45,87
711840408,5,1424,0.485,1375,0.364,30
711838008,2,478,1.022,9322,0.833,77
711836733,3,0,0.663,1867,0.875,45
711835758,4,2099,0.449,1756,0.25,35
711834708,4,1482,0.959,16191,0.789,102
711833508,2,0,0.913,4643,0.745,89
711832533,3,1396,0.688,3748,0.938,62
711831558,3,1207,0.657,3244,1,58
711830433,1,1051,0.729,7677,0.554,87
711827958,4,1970,0.371,1032,0.368,26
711826983,4,0,0.655,3240,0.652,38
711825558,5,1115,0.705,3595,0.857,65
711824358,3,0,0.747,4524,0.667,70
711822933,2,1651,0.693,14187,0.873,103
711819708,3,2517,0.483,2275,0.897,55
711817158,3,1075,0.643,2510,0.629,57
711816108,2,0,0.729,2395,0.552,45
711814608,2,1805,0.893,15423,0.692,110
711813258,2,2022,0.761,13633,0.785,116
711809283,3,1515,1.359,2229,0.667,35
711808383,5,1709,1.016,4476,0.735,85
711807333,1,0,0.587,3948,0.68,84
711802758,4,1895,0.583,1700,0.355,42
711801933,3,0,0.641,2092,0.68,42
711800658,2,0,0.577,2465,0.355,42
711799458,3,1452,0.802,4544,0.854,89
711796683,5,1581,0.428,4311,0.921,73
711795633,3,0,0.664,3798,0.472,53
711794358,2,0,0.695,3119,0.767,53
711792783,1,1195,0.642,4479,0.667,80
711791583,1,0,1.005,884,0.727,19
711790308,4,632,0.665,2538,0.581,49
711788583,3,1444,0.653,15075,0.699,124
711787383,3,1428,0.57,3782,0.641,64
711786108,3,2014,0.649,1159,0.733,26
711784908,5,2517,0.789,3913,0.911,86
711783483,4,984,0.842,3562,0.895,72
711782733,3,827,0.511,1390,0.263,24
711781233,6,0,0.8,5221,0.891,87
711780108,4,1578,0.379,4792,0.588,81
711777633,5,0,0.851,4173,0.86,80
711776433,4,1153,0.666,2574,0.625,65
711775383,6,0,1.077,4059,0.65,66
711772983,5,1293,0.835,4678,0.972,71
711772008,1,666,0.691,1483,0.5,36
711768858,3,2258,0.785,1383,1.857,20
711766758,3,987,0.831,4373,0.811,67
711765708,3,1912,0.609,3875,0.538,60
711764733,3,0,0.682,7766,0.62,81
711762408,4,0,0.697,4023,0.75,63
711757383,4,0,0.668,1905,0.345,39
711751533,3,1973,0.476,4784,0.562,75
711750183,4,1345,0.729,3640,0.867,56
711748983,3,1631,0.889,1946,0.552,45
711746133,4,0,1.013,9220,0.884,81
711745233,1,0,0.845,9351,0.533,69
711743883,5,0,0.483,1237,0.6,32
711742758,2,0,1.005,5242,0.574,74
711741708,3,0,0.648,2302,0.5,42
711740508,6,1575,0.735,4615,0.708,82
711738333,6,1776,1.275,2361,0.875,45
711736083,4,274,0.998,4885,0.35,54
711734508,3,1209,0.548,1584,0.273,28
711733308,2,0,0.782,4930,0.784,91
711728208,4,0,0.991,4143,0.659,68
711727083,2,1622,0.951,14341,0.712,101
711724083,6,1647,0.513,1903,0.63,44
711722808,5,0,0.707,2520,0.429,40
711721458,5,0,0.658,2329,0.593,43
711720408,1,1273,0.637,15211,0.743,129
711717258,3,1329,0.738,5315,0.708,82
711716133,6,1381,0.706,2360,0.379,40
711712983,6,0,0.687,4503,0.667,80
711711483,4,2448,0.549,1433,0.481,40
711709683,6,1405,0.766,1999,0.655,48
711708408,4,0,0.583,3967,0.636,72
711706458,1,1290,0.814,13311,0.642,110
711701958,3,1999,0.661,4175,0.537,63
711701058,2,1466,0.802,4892,0.593,94
711700158,5,620,0.746,4384,0.522,70
711699183,4,1079,1.312,3723,1.071,58
711697158,6,1311,0.995,1498,0.536,43
711694083,4,1251,0.694,4724,0.775,71
711692508,3,0,1.053,1154,0.375,22
711691608,2,2450,0.629,2450,0.531,49
711688983,4,1692,0.731,3060,0.65,66
711688158,5,2306,0.616,1498,0.96,49
711686658,6,1417,0.692,16579,0.879,109
711685758,3,1151,0.752,4791,0.629,101
711684408,2,1574,1.01,8527,0.5,84
711683358,2,0,0.561,2135,0.419,44
711679533,3,968,0.949,2600,0.714,60
711676908,3,1449,0.703,1870,0.647,56
711676008,5,991,0.799,3603,0.967,59
711675108,3,2189,0.695,3956,0.732,71
711673983,3,1568,0.788,4537,0.8,81
711671058,5,0,0.574,2171,0.462,38
711670308,3,1576,0.504,3199,0.548,65
711669258,2,986,0.615,2381,0.516,47
711668283,5,2404,0.609,1511,0.207,35
711666708,1,1790,0.798,2888,0.562,50
711663858,4,1204,0.979,15862,0.693,127
711659958,4,1869,0.744,1594,0.895,36
711658758,6,1101,0.741,7307,0.745,82
711657783,6,0,0.872,4617,0.634,67
711655683,4,0,0.639,2996,0.879,62
711654558,6,1632,0.801,4025,0.683,69
711649908,5,1055,0.901,4208,0.675,67
711648708,3,756,0.69,4088,0.867,84
711647808,4,1028,0.648,4414,0.783,82
711646908,1,2517,0.408,2010,0.344,43
711644508,3,1136,0.753,2295,0.5,63
711643458,6,0,1.068,1439,1.05,41
711642108,5,917,1.246,2572,0.591,35
711639708,6,0,0.66,1794,0.875,45
711638658,4,1929,0.777,2878,1.032,63
711637458,2,0,0.686,2523,0.607,45
711636558,5,2073,0.711,1567,0.75,42
711635358,6,2517,0.83,2198,0.697,56
711634008,6,0,0.859,4591,1.188,70
711631158,6,869,0.821,4664,0.878,77
711629733,5,1499,0.737,3282,0.65,66
711628458,4,901,0.825,1902,0.667,45
711627558,5,912,0.877,3968,0.698,73
711626658,2,0,0.331,1971,0.25,45
711625683,3,862,1.057,2781,0.682,74
711622683,4,1387,0.861,1597,0.56,39
711619608,6,0,0.804,4584,0.75,84
711615933,3,1859,0.568,1013,0.75,28
711614658,6,1338,0.86,2511,0.774,55
711613308,2,710,0.434,2562,0.462,38
711608958,5,1035,0.754,4092,0.947,74
711607833,5,2384,0.859,4875,0.764,97
711606558,5,866,0.88,4697,0.844,83
711605208,3,0,0.7,1958,0.424,47
711600033,2,0,0.68,14364,0.636,108
711598533,1,1729,0.55,3607,0.471,75
711597183,5,0,0.97,4571,0.846,72
711595833,5,807,0.655,1456,0.667,30
711594858,3,1297,0.556,4509,0.795,70
711593808,2,0,1.037,888,1.25,18
711589758,1,1641,0.719,3967,0.923,75
711588708,1,458,0.613,1863,0.312,42
711587433,6,2407,0.378,4328,0.543,71
711583458,4,0,0.743,4913,0.822,82
711580908,6,2258,1.058,4119,0.884,81
711578658,1,2517,0.706,13945,1.064,97
711577458,2,1855,0.7,8087,0.792,95
711575058,4,2411,0.971,1896,0.824,31
711574008,4,0,0.946,2477,0.341,59
711571383,3,1092,0.757,4434,0.62,81
711569433,4,1926,0.549,1083,1.75,22
711567333,5,1720,0.62,4581,0.591,70
711566208,2,1857,0.631,14111,0.69,98
711562833,6,0,0.323,717,0.286,18
711561933,6,1420,0.762,4256,0.591,70
711561108,6,892,0.673,2733,0.919,71
711560058,2,1334,0.95,4806,0.766,83
711559008,2,1501,0.935,9137,0.586,92
711557508,4,764,0.681,4066,0.574,74
711556533,6,0,1.034,1212,0.6,24
711555483,3,2517,0.696,4551,0.729,83
711553308,3,750,0.771,4542,0.833,88
711551958,3,0,0.688,844,0.5,24
711550983,1,1175,0.699,8313,0.672,107
711549408,5,961,0.678,4126,0.667,90
711546333,4,1559,0.726,4962,0.714,72
711542358,2,1187,0.597,7471,0.467,88
711540108,5,0,0.676,2316,0.5,48
711538758,1,633,0.358,1954,0.394,46
711535158,5,461,0.636,1955,0.448,42
711534183,4,0,0.786,3533,0.966,57
711533058,6,2240,0.898,5533,0.735,85
711531858,3,1267,0.449,2132,0.37,37
711529383,4,1224,0.665,3163,0.825,73
711527508,2,0,0.358,1794,0.292,31
711526533,4,2104,0.955,1726,0.85,37
711525033,3,2179,1.224,1946,1.923,38
711523533,3,1805,0.788,14781,0.857,130
711521958,2,1506,0.615,4660,0.619,68
711516783,2,1119,0.815,5441,0.717,91
711515433,3,2517,0.625,4320,0.735,85
711509658,3,2517,1.015,1088,1.167,26
711508608,3,1482,0.663,4351,0.721,74
711507783,3,0,0.354,1930,0.519,41
711505308,5,1619,0.565,4727,0.627,83
711502908,6,0,0.476,3550,0.619,68
711499158,4,733,1.229,3018,0.538,60
711498258,6,1655,0.431,1266,0.308,34
711497283,5,1616,0.669,4237,0.706,87
711494208,3,1606,0.697,5092,0.792,86
711493158,5,2467,0.701,4926,0.731,90
711492258,2,1578,0.761,5298,0.919,71
711491283,4,1264,0.671,2959,0.8,63
711487533,3,0,0.198,1687,0.226,38
711481533,5,1251,0.944,1316,1.154,28
711480108,3,2145,0.879,1888,0.433,43
711478233,4,2496,0.561,3691,1.071,58
711474333,3,0,0.241,1690,0.357,38
711473058,6,1368,0.563,3870,0.561,64
711468708,4,0,0.406,1986,0.486,52
711466533,5,852,0.433,1489,0.324,45
711465333,2,0,0.753,12593,0.768,99
711461658,5,1197,0.672,3228,0.708,82
711460458,5,0,0.792,10583,0.786,75
711459483,6,0,0.658,4845,0.941,66
711458583,2,1349,0.674,8582,0.767,106
711456108,5,819,0.786,2488,0.692,44
711455133,5,1839,1.113,2481,0.68,42
711453783,4,1452,0.621,4666,0.682,74
711452583,6,2517,0.796,4575,0.714,60
711448983,2,2024,0.717,2313,0.321,37
711447783,4,1353,0.804,5000,0.617,76
711445233,6,0,0.813,4653,0.95,78
711443808,6,1657,0.813,4068,0.963,53
711441333,3,1580,0.504,1229,0.8,27
711438033,1,0,0.731,5750,0.872,73
711436983,1,2517,0.693,8596,0.672,102
711436083,6,1003,1.005,2454,0.586,46
711433908,1,0,1.056,9061,1.684,51
711432258,2,0,0.882,7914,0.862,54
711430908,3,0,0.685,2153,0.346,35
711428733,3,1339,0.843,4144,0.684,64
711427458,4,978,2.275,1359,1.083,25
711426033,3,946,0.857,3806,0.667,65
711423558,4,0,0.857,4181,1.032,63
711422358,1,2330,0.757,14955,0.662,118
711421233,5,1513,0.925,4969,0.909,84
711420258,5,0,0.705,4432,0.651,71
711419133,3,1077,0.934,4449,0.878,77
711416958,3,0,0.746,2322,0.585,65
711412533,6,1573,0.636,2416,0.667,45
711410958,2,2517,0.781,7582,0.917,69
711409833,3,650,0.724,4838,0.972,71
711406758,3,0,0.686,4385,0.951,80
711405333,5,2126,0.611,1651,0.344,43
711403383,6,1968,0.546,2256,0.591,70
711402333,2,797,0.541,1493,1,32
711399408,2,0,0.71,2462,0.429,40
711398433,4,1200,0.68,16736,0.8,99
711397533,4,2410,0.962,3410,0.59,62
711396483,3,0,0.834,4505,0.721,74
711393483,4,0,1.293,4340,0.767,76
711392508,4,0,0.741,4513,0.744,75
711391308,6,1704,0.725,4584,0.769,92
711390333,5,489,0.678,2331,0.452,45
711389358,5,2517,0.69,2516,0.641,64
711388458,2,1519,0.831,8591,0.707,99
711382458,2,0,0.713,2389,0.361,49
711381183,2,1141,0.69,4485,0.889,85
711379083,5,1429,0.718,5124,0.644,74
711377808,4,0,0.812,4360,1.357,66
711375558,2,1734,0.754,4540,0.857,78
711374283,4,1923,0.505,1416,0.778,32
711372258,4,1002,1.108,2897,0.632,62
711371208,4,1863,0.399,4490,0.789,68
711370458,1,2016,0.709,7685,0.527,84
711368283,3,1629,1.078,3448,1.038,53
711367308,3,1185,0.998,2614,0.861,67
711365133,4,1470,0.935,5100,0.689,76
711364233,1,1559,0.759,8888,0.763,104
711363258,6,0,0.746,4680,0.974,77
711360783,1,1870,0.814,15451,0.764,127
711359058,3,1711,0.61,4622,0.614,71
711357858,5,0,0.612,777,0.625,13
711356733,2,847,0.951,4667,0.8,90
711355908,2,941,0.659,12042,0.857,117
711351108,3,1804,0.847,4671,0.694,61
711350133,5,2374,0.789,4995,0.692,88
711349083,3,0,1.073,2962,0.765,60
711348033,4,1243,0.749,16202,0.671,117
711346383,4,0,0.636,2804,0.842,70
711345258,3,0,0.685,4751,0.932,85
711343233,3,1183,0.841,4551,0.667,65
711342483,5,1720,1.019,3896,0.812,58
711341433,6,2010,0.668,3901,0.711,77
711340233,6,2059,0.763,3630,0.56,78
711339258,1,2219,0.693,8255,0.911,86
711338058,6,1201,0.749,4851,0.72,86
711337158,3,2387,0.808,4774,0.761,81
711336033,3,1032,1.035,4080,0.8,72
711334983,1,0,0.504,2077,0.643,46
711333933,2,1660,0.88,4586,0.756,72
711332883,2,2477,1.021,5294,0.698,73
711330408,4,1865,0.932,2077,0.679,47
711329658,3,1965,0.698,1925,0.448,42
711328458,1,1341,0.812,13988,0.789,127
711327558,3,1980,0.882,1600,0.406,45
711326583,3,0,0.997,4274,0.545,68
711325308,4,0,1.049,4859,0.524,64
711323283,3,1030,0.714,2767,0.387,43
711320508,4,1410,0.644,1762,0.7,34
711318033,4,0,0.676,1304,0.846,24
711315783,6,683,0.924,2165,0.96,49
711314058,2,1107,1.715,1670,2.4,17
711313158,5,0,0.861,4962,0.51,74
711311883,5,0,0.57,3299,0.853,63
711310908,4,2160,0.956,2552,0.676,62
711309033,6,2310,0.844,3663,0.806,65
711305208,6,1088,0.961,4354,0.489,70
711302883,3,1392,0.734,4194,0.946,72
711298458,5,0,0.691,2338,0.6,40
711297483,6,2222,0.853,1658,0.357,38
711296508,5,2455,0.886,4776,0.889,85
711294258,3,2377,0.829,4780,0.725,88
711291558,4,0,0.502,2636,0.429,50
711289533,5,1681,0.741,14043,0.746,117
711288558,5,1174,0.876,4670,0.638,77
711287733,3,1289,0.656,3856,0.762,74
711286533,5,0,0.667,5067,0.722,62
711285633,6,1769,1.465,3306,0.972,71
711283008,4,0,0.732,16019,0.694,105
711278283,5,1075,0.464,4705,0.806,65
711276933,6,1262,0.862,4851,0.867,84
711275433,3,0,0.636,2021,0.52,38
711274458,4,0,0.73,2478,0.552,45
711272058,1,972,0.866,4216,1.367,71
711267633,5,316,0.661,2271,0.333,36
711264033,4,1516,0.94,4973,0.85,74
711263058,1,1879,0.701,4660,0.778,80
711258108,4,2415,0.441,1419,0.8,36
711256908,6,957,0.699,3695,0.653,81
711255858,4,1668,0.85,4141,0.66,83
711253383,6,0,0.714,2446,0.417,34
711252258,1,985,0.745,4148,0.862,54
711251133,5,0,1.159,2990,0.964,55
711249858,2,0,0.64,3315,0.382,47
711245433,5,0,0.702,2281,0.367,41
711243108,5,2207,0.625,3835,0.625,78
711242058,1,2517,0.766,643,0.231,16
711240108,3,1225,0.735,4800,0.605,61
711238908,6,1758,0.641,5103,0.771,62
711237633,3,0,0.738,2329,0.5,36
711234783,5,0,0.716,2621,0.552,45
711232608,2,0,0.694,2235,0.591,35
711231558,6,2517,1.455,1915,1.056,37
711227883,2,1641,0.833,15824,0.779,121
711226758,3,1669,0.702,2024,1.12,53
711225933,5,1935,0.653,2306,0.525,61
711224733,3,0,0.418,695,0.25,10
711221958,3,0,0.703,2646,0.464,41
711220683,4,1813,0.623,3280,0.667,70
711219333,6,2264,0.696,2273,0.485,49
711216933,4,1299,0.938,5026,0.711,77
711213108,5,0,0.845,2305,0.714,60
711210633,2,1124,0.766,8049,0.434,76
711208083,6,1447,0.563,4455,0.604,77
711206958,3,1305,0.93,4163,0.698,73
711205758,1,0,1.492,2534,0.433,43
711204483,3,1930,0.987,781,0.364,15
711203658,3,1346,0.813,7745,0.517,88
711201108,3,0,0.517,2284,0.296,35
711199908,3,1232,0.733,3057,0.919,71
711199008,3,2192,1.073,2399,0.966,57
711197658,5,2026,0.669,4198,0.619,68
711196458,2,580,0.421,1893,0.171,41
711195558,6,1603,0.591,1300,0.8,36
711191808,3,1793,0.545,4256,0.783,82
711190233,3,990,0.745,13804,0.732,123
711184983,6,0,0.808,3839,0.78,73
711183558,2,1291,0.785,8618,0.815,98
711181608,3,0,0.824,4129,0.744,68
711178383,1,1166,0.715,4146,0.882,64
711176133,6,1015,1.04,3366,0.708,82
711175083,4,0,0.662,2999,0.786,75
711173883,3,770,0.736,2516,0.385,54
711173058,4,1782,0.976,1407,0.812,29
711167808,4,0,1.028,4803,0.548,65
711164508,1,1163,0.725,3941,0.821,71
711161133,2,0,0.912,9338,0.903,59
711160233,2,0,0.823,14551,0.78,105
711159108,3,396,0.826,911,1,26
711157833,4,1656,0.711,1631,0.323,41
711156858,1,2517,0.899,9819,0.682,74
711154908,5,1076,1.016,4319,0.551,76
711153783,5,541,0.821,4173,1.188,70
711152658,2,1635,0.768,7219,0.564,86
711151383,3,347,0.511,2157,0.321,37
711150333,5,0,0.669,2857,0.6,40
711149133,4,2517,0.941,8759,0.609,74
711148308,4,1285,0.694,4173,0.711,77
711147483,2,1067,0.931,1097,0.778,32
711146358,4,1758,0.723,1759,0.737,33
711145008,4,2053,0.442,1325,0.381,29
711144183,1,1848,0.563,2618,0.45,29
711142308,3,0,0.665,2572,0.548,65
711136008,1,1298,0.681,7641,0.632,93
711131958,4,881,0.77,4621,0.821,71
711129483,3,1504,0.668,3447,0.895,72
711128433,1,829,0.749,7685,0.596,91
711126483,4,599,0.897,5136,0.9,76
711125358,4,1694,0.76,4803,0.532,72
711122958,5,0,0.552,2105,0.839,57
711120333,3,1341,0.799,4278,0.633,80
711119358,6,896,1.055,2460,0.857,52
711118083,1,1784,0.729,4504,1.051,80
711117108,4,1718,0.971,3916,0.605,61
711116133,3,0,0.743,2461,1.136,47
711113958,6,674,2.18,1717,0.722,31
711112683,6,1568,1.236,1657,1.231,29
711111633,5,0,0.704,3844,1.083,75
711110733,3,1519,0.894,3355,0.886,66
711109908,2,2475,0.697,1400,2.1,31
711108408,2,1337,0.734,14244,0.6,96
711102858,4,860,0.304,1618,0.097,34
711100608,5,0,1.038,2574,0.72,43
711099408,5,1658,0.669,4657,1,76
711096633,5,0,0.9,8600,0.843,94
711093408,2,1517,0.721,4815,0.804,83
711092658,2,855,0.839,2862,0.733,52
711089733,3,0,0.876,1058,0.889,34
711084183,2,2265,0.715,8211,0.818,80
711082908,3,1303,0.91,8385,0.565,97
711080358,4,2205,0.796,3657,0.737,66
711079308,4,0,0.483,1884,0.435,33
711076533,5,1968,1.022,3435,0.706,58
711070683,4,493,0.72,13891,0.606,106
711069483,6,0,0.706,4884,0.881,79
711067383,6,0,0.676,4167,0.644,74
711065133,6,0,0.813,2099,0.857,39
711064008,4,2390,0.727,3616,0.619,68
711062958,5,2084,0.807,3462,1.042,49
711061908,6,749,0.943,4039,0.852,50
711052308,6,2432,0.905,4453,0.923,75
711050058,4,0,0.856,1644,0.731,45
711048783,3,0,0.535,1345,0.619,34
711047658,4,1315,0.704,4775,0.729,83
711046383,5,1316,0.818,3542,0.714,60
711043983,6,1259,0.547,3275,0.595,67
711041508,4,2517,1.348,2623,1.35,47
711040758,4,0,0.894,3006,0.93,83
711039633,5,0,0.472,4653,0.667,65
711033408,5,1626,0.701,1230,0.867,28
711032058,6,2517,0.791,2901,0.923,75
711029358,2,1566,0.811,5011,0.743,61
711028308,4,0,0.619,1468,0.381,29
711027183,4,600,0.653,4946,0.739,80
711023508,5,1389,0.307,1547,0.429,30
711020358,5,1650,0.673,4434,0.837,79
711019308,3,1535,1.138,1612,0.88,47
711017433,5,0,0.735,4416,0.744,68
711013983,2,0,0.585,615,0.714,12
711012783,1,0,0.631,2066,0.769,46
711011508,1,771,0.675,4387,0.655,91
711010683,1,1950,0.578,12941,0.819,131
711009708,5,0,1.047,1351,0.467,22
711008508,2,0,0.813,13751,0.823,113
711006783,3,2149,0.669,1200,0.647,28
711005583,1,1064,0.851,5110,0.854,76
711004533,6,1664,0.691,4399,0.6,80
711003483,2,1138,0.868,15121,0.54,97
711002058,1,2410,0.738,7437,0.709,94
711000933,5,2490,0.788,3724,0.605,61
710997183,3,1092,0.737,1409,0.345,39
710990283,4,1851,0.73,1839,0.833,33
