clientnum,customer_age,gender,education_level,marital_status,income_category
789338583,42,M,Doctorate,Married,$80K - $120K
789339633,51,M,Uneducated,Divorced,$120K +
789344358,57,F,Unknown,Married,Less than $40K
789345408,39,F,College,Married,$40K - $60K
789347133,38,F,Post-Graduate,Married,$40K - $60K
789351783,40,F,Graduate,Married,Less than $40K
789354783,45,F,Unknown,Single,Less than $40K
789358908,53,F,College,Married,Less than $40K
789362058,52,M,Uneducated,Married,$60K - $80K
789363408,44,M,High School,Married,$120K +
789365508,49,M,High School,Divorced,$40K - $60K
789367083,41,F,Uneducated,Single,Less than $40K
789368658,57,M,Graduate,Married,$80K - $120K
789370383,42,M,High School,Married,$40K - $60K
789373683,45,F,Graduate,Married,Less than $40K
789382758,54,M,Graduate,Single,$40K - $60K
789392883,38,F,Post-Graduate,Unknown,Less than $40K
789394833,47,M,Unknown,Divorced,$80K - $120K
789396783,30,F,High School,Single,Less than $40K
789398733,56,M,Graduate,Married,$120K +
789407958,42,M,Graduate,Married,$60K - $80K
789412458,44,M,Post-Graduate,Married,$60K - $80K
789413958,53,M,Graduate,Single,$80K - $120K
789415983,36,M,Graduate,Married,$60K - $80K
789417708,44,F,Uneducated,Married,$40K - $60K
789419658,47,F,College,Married,Unknown
789420933,39,F,Uneducated,Married,Less than $40K
789430083,41,F,High School,Single,$40K - $60K
789432033,32,F,Graduate,Married,Less than $40K
789433758,36,M,College,Married,$80K - $120K
789435783,39,F,Graduate,Married,$40K - $60K
789450408,41,F,Uneducated,Married,Unknown
789454683,45,F,High School,Single,$40K - $60K
789466008,47,M,Graduate,Married,$60K - $80K
789467508,65,F,Graduate,Married,$40K - $60K
789469083,55,M,Unknown,Single,$80K - $120K
789472833,42,F,College,Divorced,Less than $40K
789477483,40,F,Unknown,Single,Unknown
789479058,45,F,College,Divorced,$40K - $60K
789481233,39,M,High School,Married,$40K - $60K
789483333,41,M,Uneducated,Married,$40K - $60K
789485433,42,M,College,Married,$80K - $120K
789487308,48,M,Doctorate,Single,$60K - $80K
789491058,43,F,Graduate,Married,Less than $40K
789492558,49,F,College,Married,Less than $40K
789494133,30,M,High School,Married,Less than $40K
789497283,50,M,High School,Single,$120K +
789502308,57,F,Unknown,Single,Less than $40K
789504183,37,M,Graduate,Single,$120K +
789507408,48,F,College,Unknown,Unknown
789508758,54,F,Unknown,Single,Less than $40K
789513858,43,M,Unknown,Married,$40K - $60K
789515283,51,M,Graduate,Married,$60K - $80K
789520533,52,M,Uneducated,Single,$120K +
789523683,51,F,Graduate,Single,$40K - $60K
789525408,50,F,Uneducated,Married,Less than $40K
789526458,44,M,Unknown,Married,$40K - $60K
789528183,39,F,Graduate,Married,Unknown
789529158,44,M,High School,Single,$60K - $80K
789530208,54,F,Graduate,Married,Less than $40K
789531633,53,F,Graduate,Single,Less than $40K
789533133,45,M,High School,Married,$60K - $80K
789535233,52,M,Graduate,Single,$80K - $120K
789539058,28,M,Uneducated,Single,Less than $40K
789540108,29,F,Uneducated,Married,Less than $40K
789541458,35,F,High School,Married,Less than $40K
789550458,59,M,High School,Single,$40K - $60K
789551883,52,F,Graduate,Single,$40K - $60K
789556533,52,M,Graduate,Married,$80K - $120K
789560433,49,M,Post-Graduate,Single,$60K - $80K
789562383,38,F,High School,Unknown,Less than $40K
789563658,64,M,College,Single,Less than $40K
789575583,43,F,Uneducated,Unknown,Unknown
789577833,56,M,Graduate,Married,$120K +
789579033,43,M,Graduate,Unknown,$40K - $60K
789580908,44,F,High School,Single,Less than $40K
789582483,60,M,High School,Divorced,$40K - $60K
789586833,45,F,Post-Graduate,Married,Unknown
789588933,44,M,Graduate,Married,$60K - $80K
789593058,46,M,College,Married,$60K - $80K
789594108,47,M,College,Single,$80K - $120K
789597408,39,F,Post-Graduate,Single,$40K - $60K
789599283,44,F,College,Divorced,Unknown
789601308,58,M,Unknown,Married,$120K +
789603183,48,M,High School,Unknown,$60K - $80K
789605658,42,F,Doctorate,Married,$40K - $60K
789607983,38,M,High School,Married,$40K - $60K
789611283,44,M,Graduate,Married,$40K - $60K
789613083,47,M,Uneducated,Divorced,$60K - $80K
789616158,33,M,Unknown,Divorced,Unknown
789625383,48,M,Uneducated,Married,$80K - $120K
789627258,31,M,Graduate,Single,$40K - $60K
789631908,51,M,High School,Single,$60K - $80K
789634983,59,M,Graduate,Married,$40K - $60K
789637308,45,F,College,Divorced,$40K - $60K
789643383,49,M,Uneducated,Married,$60K - $80K
789646158,49,M,Uneducated,Married,$40K - $60K
789656358,49,F,Graduate,Married,$40K - $60K
789662283,50,F,High School,Married,Less than $40K
789666333,39,M,Graduate,Single,$60K - $80K
789670533,41,F,High School,Married,$40K - $60K
789678483,50,F,High School,Married,Less than $40K
789681708,46,M,Uneducated,Married,$60K - $80K
789684258,57,M,Post-Graduate,Single,$80K - $120K
789690483,39,M,High School,Married,$80K - $120K
789692283,47,F,College,Single,Less than $40K
789698733,40,F,Uneducated,Married,Less than $40K
789701658,26,M,College,Single,$40K - $60K
789705408,50,M,College,Married,$60K - $80K
789707433,41,F,High School,Single,Unknown
789713208,62,F,Doctorate,Single,Less than $40K
789717708,49,F,Unknown,Married,$40K - $60K
789731433,26,F,Unknown,Single,Less than $40K
789733008,39,F,High School,Married,Unknown
789744033,50,M,Graduate,Single,$80K - $120K
789749433,33,F,Graduate,Married,Less than $40K
789760233,29,M,Unknown,Divorced,$80K - $120K
789772983,49,M,College,Unknown,$80K - $120K
789775308,54,F,Doctorate,Divorced,Less than $40K
789777408,26,F,Post-Graduate,Single,Less than $40K
789780033,33,M,College,Married,$80K - $120K
789786258,39,M,High School,Married,$80K - $120K
789791808,43,M,High School,Married,$40K - $60K
789800358,45,F,High School,Married,Less than $40K
789804933,29,F,Uneducated,Single,Unknown
789817833,44,F,Post-Graduate,Unknown,Less than $40K
789820308,50,F,Graduate,Married,Less than $40K
789823383,44,F,Unknown,Single,Less than $40K
789827208,41,F,Graduate,Married,Less than $40K
789830058,44,M,Unknown,Single,$80K - $120K
789833583,57,F,High School,Married,$40K - $60K
789842283,54,M,Graduate,Married,$60K - $80K
789849108,35,M,Graduate,Single,$60K - $80K
789853533,54,M,High School,Married,$40K - $60K
789859833,41,M,Doctorate,Unknown,Less than $40K
789863208,54,F,Graduate,Married,Less than $40K
789866133,45,F,Graduate,Unknown,$40K - $60K
789871233,49,M,High School,Married,$80K - $120K
789875883,41,F,Uneducated,Single,Less than $40K
789878283,39,M,Graduate,Married,$40K - $60K
789880533,46,F,Graduate,Single,$40K - $60K
789886533,54,F,High School,Married,Less than $40K
789890958,53,F,High School,Divorced,$40K - $60K
789893808,52,M,Graduate,Divorced,$120K +
789900633,49,F,High School,Married,$40K - $60K
789903708,45,F,Uneducated,Single,$40K - $60K
789907533,49,M,Graduate,Married,$80K - $120K
789911808,37,M,Uneducated,Married,$80K - $120K
789917208,40,F,High School,Married,Less than $40K
789920883,45,F,Graduate,Single,Unknown
789923058,53,F,High School,Married,$40K - $60K
789925833,50,F,High School,Married,Unknown
789937683,37,M,Post-Graduate,Married,$40K - $60K
789939558,54,F,College,Married,Unknown
789942033,43,M,Graduate,Single,$60K - $80K
789945933,61,F,Graduate,Single,Less than $40K
789948408,55,M,Graduate,Single,$80K - $120K
789952158,34,F,Doctorate,Married,Unknown
789953733,46,F,Graduate,Married,Less than $40K
789959283,39,M,College,Single,$80K - $120K
789960783,39,F,Graduate,Unknown,Less than $40K
789963033,54,F,Graduate,Single,Less than $40K
789964983,45,M,Graduate,Divorced,$40K - $60K
789968058,51,M,Unknown,Single,$120K +
789970233,54,F,High School,Married,Less than $40K
789973308,44,M,College,Single,$60K - $80K
789983133,31,M,Graduate,Unknown,$80K - $120K
789987183,53,M,College,Married,$80K - $120K
789990333,43,F,Graduate,Single,$40K - $60K
789992733,50,F,Unknown,Unknown,Less than $40K
789996783,36,F,Uneducated,Unknown,Unknown
790000608,64,F,Graduate,Single,Less than $40K
790002783,38,F,Graduate,Single,Unknown
790004883,55,M,High School,Married,$80K - $120K
790006383,45,M,Unknown,Married,$80K - $120K
790017858,47,F,Post-Graduate,Unknown,$40K - $60K
790021233,52,F,Uneducated,Single,Less than $40K
790023408,47,F,Unknown,Single,Less than $40K
790048158,46,F,College,Married,Less than $40K
790051758,50,M,Graduate,Single,$120K +
790069233,45,F,High School,Divorced,Less than $40K
790082508,42,M,High School,Single,$120K +
790096533,55,M,College,Married,$60K - $80K
790099758,40,M,High School,Married,$40K - $60K
790102008,37,M,Doctorate,Single,$60K - $80K
790108908,44,M,Post-Graduate,Married,$80K - $120K
790112133,47,F,Post-Graduate,Single,$40K - $60K
790115358,39,F,Unknown,Single,Less than $40K
790119408,48,F,Uneducated,Married,Less than $40K
790123983,50,F,High School,Single,Less than $40K
790128033,54,M,High School,Single,$80K - $120K
790131033,38,F,High School,Married,Less than $40K
790134408,46,M,Graduate,Single,$60K - $80K
790139583,39,F,Graduate,Divorced,Less than $40K
790141308,44,M,College,Married,$80K - $120K
790145733,40,M,College,Single,$80K - $120K
790149483,42,M,Uneducated,Single,$40K - $60K
790164408,59,F,Unknown,Married,Less than $40K
790168083,51,M,High School,Unknown,$80K - $120K
790174608,37,M,Doctorate,Single,$80K - $120K
790186458,45,M,Uneducated,Single,$80K - $120K
790201158,60,F,Uneducated,Married,Less than $40K
790204983,46,F,Graduate,Married,Unknown
790221633,44,F,Graduate,Single,$40K - $60K
790225758,41,M,College,Single,$80K - $120K
791730183,38,F,College,Unknown,Less than $40K
791754258,49,F,Graduate,Married,Unknown
791822733,47,F,High School,Single,Unknown
791839233,42,F,Unknown,Divorced,Unknown
791856033,45,M,College,Divorced,$80K - $120K
792098883,37,M,Doctorate,Single,$120K +
792139308,48,F,Graduate,Single,$40K - $60K
792152283,54,M,Graduate,Married,$120K +
792272658,40,M,Graduate,Single,$80K - $120K
792300858,44,F,Graduate,Divorced,$40K - $60K
792345258,46,F,Uneducated,Divorced,Unknown
792402483,46,M,Graduate,Single,$60K - $80K
792524358,55,M,High School,Single,$80K - $120K
792565908,36,F,Uneducated,Single,Less than $40K
792695808,41,M,High School,Married,$120K +
792795933,39,F,Graduate,Single,Less than $40K
792864858,47,M,Unknown,Unknown,Less than $40K
792912708,45,M,Graduate,Married,$40K - $60K
792995808,57,F,Post-Graduate,Single,$40K - $60K
793015083,46,F,Graduate,Married,Unknown
793059108,50,F,Graduate,Married,$40K - $60K
793222008,32,M,High School,Married,$60K - $80K
793269933,46,M,Graduate,Unknown,$60K - $80K
793336383,47,F,High School,Married,Less than $40K
793345008,44,F,Uneducated,Single,Less than $40K
793355508,32,M,Graduate,Single,Less than $40K
793379058,48,F,Graduate,Single,Less than $40K
793395933,59,F,High School,Single,Less than $40K
793412958,44,M,Unknown,Married,$60K - $80K
793428408,50,F,Uneducated,Married,Less than $40K
793449333,54,M,Graduate,Divorced,$80K - $120K
793456983,43,M,Post-Graduate,Single,$40K - $60K
793461933,37,M,High School,Single,$80K - $120K
793473033,51,M,Graduate,Single,$60K - $80K
793543758,47,M,Graduate,Single,$120K +
793550958,47,F,Graduate,Married,Less than $40K
793560033,47,F,Uneducated,Single,Unknown
793581933,50,M,High School,Single,$40K - $60K
793597833,49,F,Post-Graduate,Single,Less than $40K
793608258,54,F,Graduate,Single,Less than $40K
793616883,39,F,Graduate,Single,Less than $40K
793625583,48,F,High School,Single,$40K - $60K
793630083,39,M,High School,Single,$120K +
793636308,49,M,Uneducated,Single,$80K - $120K
793656633,35,F,Uneducated,Married,Unknown
793678608,46,M,Graduate,Single,$80K - $120K
793712658,52,M,Graduate,Married,$80K - $120K
793717608,39,M,Doctorate,Single,$60K - $80K
793720908,46,M,Uneducated,Single,$40K - $60K
793736958,49,M,High School,Single,$120K +
793842558,39,F,Doctorate,Married,Less than $40K
793889508,48,F,Graduate,Married,$40K - $60K
793952133,32,F,High School,Married,Less than $40K
794054058,50,F,Graduate,Single,Less than $40K
794068308,45,M,Unknown,Unknown,$40K - $60K
794113758,60,M,High School,Married,$60K - $80K
794124708,47,M,Graduate,Unknown,$80K - $120K
794132808,60,M,Uneducated,Married,$40K - $60K
794160408,46,F,Graduate,Married,Unknown
794172033,58,F,Post-Graduate,Divorced,Less than $40K
794191008,46,M,College,Married,$120K +
794217108,43,M,College,Single,$120K +
794227308,56,M,College,Married,$80K - $120K
794253108,52,M,Graduate,Single,$40K - $60K
794273283,51,M,Uneducated,Single,$80K - $120K
794293908,36,F,College,Single,Unknown
794340033,34,F,Uneducated,Married,$40K - $60K
794462133,55,F,Graduate,Single,$40K - $60K
794475483,44,M,Uneducated,Married,$80K - $120K
794482158,46,M,College,Single,$80K - $120K
794485158,38,M,Unknown,Married,$80K - $120K
794490858,48,F,High School,Married,$40K - $60K
794494308,42,M,Uneducated,Married,$120K +
794496033,57,M,Unknown,Single,$80K - $120K
794498733,40,M,Unknown,Single,$120K +
794504658,39,M,Unknown,Married,$60K - $80K
794507133,37,F,Doctorate,Single,$40K - $60K
794510358,41,M,Graduate,Married,$80K - $120K
794514108,50,F,Unknown,Married,Unknown
794516508,43,F,High School,Married,Less than $40K
794524833,36,F,Graduate,Single,$40K - $60K
794528283,44,M,College,Married,$60K - $80K
794530608,52,M,Uneducated,Single,$80K - $120K
794540883,56,F,Post-Graduate,Married,$40K - $60K
794543958,53,M,Graduate,Divorced,$80K - $120K
794545983,57,M,Graduate,Married,$80K - $120K
794551383,50,F,College,Single,Less than $40K
794554683,41,F,Graduate,Married,Less than $40K
794556333,43,F,Unknown,Single,Unknown
794558658,49,F,Graduate,Married,Less than $40K
794560833,47,F,Graduate,Married,$40K - $60K
794562783,28,F,Unknown,Single,Unknown
794567133,52,F,High School,Single,Less than $40K
794571108,39,M,Graduate,Divorced,$40K - $60K
794573883,32,M,Unknown,Single,$40K - $60K
794576058,42,M,Graduate,Married,$80K - $120K
794579658,47,M,High School,Married,$80K - $120K
794581533,52,M,College,Single,$60K - $80K
794627208,43,M,High School,Married,$60K - $80K
794632308,40,M,Graduate,Married,$60K - $80K
794637333,44,F,Graduate,Divorced,Less than $40K
794649858,58,F,Uneducated,Married,Less than $40K
794653983,44,F,Graduate,Married,Less than $40K
794664183,38,M,Uneducated,Married,$60K - $80K
794665608,48,F,Graduate,Single,$40K - $60K
794675058,36,M,Graduate,Married,$80K - $120K
794682483,43,F,Post-Graduate,Unknown,Less than $40K
794692158,43,F,High School,Unknown,$40K - $60K
794707083,50,M,College,Single,$80K - $120K
794719983,44,F,High School,Unknown,Less than $40K
794740458,45,F,Graduate,Married,Less than $40K
794771208,52,M,Unknown,Single,$80K - $120K
794784633,61,F,Uneducated,Single,$40K - $60K
794818833,36,F,Uneducated,Single,Less than $40K
794831733,45,F,Graduate,Married,Less than $40K
794843883,41,M,High School,Married,$80K - $120K
794856033,38,M,Post-Graduate,Married,$80K - $120K
794866983,51,F,Doctorate,Married,Unknown
794947683,35,F,Graduate,Single,Less than $40K
794962983,47,F,Graduate,Divorced,Less than $40K
794965233,51,F,Graduate,Married,Less than $40K
794967408,53,M,Post-Graduate,Married,$80K - $120K
794977533,62,M,High School,Married,$60K - $80K
795052083,63,F,Uneducated,Single,$40K - $60K
795155433,45,M,Unknown,Married,$80K - $120K
795218883,47,M,High School,Married,$60K - $80K
795232683,53,F,College,Married,Less than $40K
795237183,51,F,Graduate,Married,$40K - $60K
795266208,39,M,College,Single,$120K +
795343683,40,F,High School,Single,Less than $40K
795392433,35,F,Uneducated,Single,Unknown
795573333,41,M,High School,Married,$80K - $120K
795599883,57,F,Uneducated,Married,Unknown
795613233,48,F,Graduate,Married,Unknown
795684783,48,M,High School,Single,$60K - $80K
795713058,45,M,Post-Graduate,Married,$40K - $60K
795784008,44,F,Graduate,Married,Less than $40K
795795408,53,M,Uneducated,Married,$40K - $60K
795810633,65,M,Uneducated,Married,Unknown
795823383,43,F,Graduate,Single,Less than $40K
795844983,45,F,High School,Married,$40K - $60K
795855258,48,F,College,Single,Less than $40K
795869583,53,F,Uneducated,Married,Less than $40K
795904233,38,F,Unknown,Single,Unknown
795920358,33,F,High School,Married,Less than $40K
795979833,53,F,High School,Married,Less than $40K
795991758,47,F,Unknown,Married,$40K - $60K
795997908,36,M,High School,Married,$80K - $120K
796029483,49,F,Graduate,Married,Less than $40K
796083783,55,F,College,Single,Unknown
796145133,46,F,Uneducated,Married,Unknown
796170933,57,M,Uneducated,Single,$80K - $120K
796174983,52,M,High School,Single,$80K - $120K
796196733,52,F,Unknown,Single,$40K - $60K
796236258,48,F,High School,Single,$40K - $60K
796326483,42,M,High School,Married,$80K - $120K
796330983,41,F,Graduate,Single,Less than $40K
796336833,51,M,Doctorate,Married,$80K - $120K
796343058,49,F,High School,Single,Less than $40K
796532958,59,F,Unknown,Married,Less than $40K
796544133,54,M,College,Single,$120K +
796791258,50,M,Uneducated,Married,$120K +
796903083,47,F,Doctorate,Married,$40K - $60K
796931508,42,M,High School,Unknown,$60K - $80K
796990908,35,M,Post-Graduate,Single,$80K - $120K
797138883,43,M,Unknown,Married,$40K - $60K
797150733,44,M,Unknown,Single,$40K - $60K
797166633,47,M,Unknown,Single,$80K - $120K
797169633,41,M,Graduate,Single,$120K +
797218233,51,F,Unknown,Single,Less than $40K
797228883,46,M,High School,Married,$40K - $60K
797232183,42,F,Unknown,Married,Less than $40K
797234508,51,M,Unknown,Single,$60K - $80K
797238108,49,F,Unknown,Divorced,Less than $40K
797241108,47,M,Graduate,Married,$120K +
797389758,42,F,Graduate,Married,$40K - $60K
797410983,45,F,High School,Married,Unknown
797414733,37,F,Graduate,Single,Less than $40K
797466033,32,M,High School,Married,$40K - $60K
797468658,53,M,High School,Married,$120K +
797488158,52,M,High School,Married,$60K - $80K
797491683,45,M,Unknown,Married,$80K - $120K
797495958,42,F,Unknown,Unknown,$40K - $60K
797638383,49,F,High School,Married,Less than $40K
797641683,40,M,Uneducated,Married,$80K - $120K
797643708,47,M,High School,Married,$120K +
797666358,46,F,Uneducated,Unknown,$40K - $60K
797668983,42,F,Graduate,Married,Less than $40K
797707008,44,F,Doctorate,Married,Less than $40K
797743233,45,M,Uneducated,Unknown,$60K - $80K
797748708,44,M,Unknown,Single,$80K - $120K
797753283,34,F,High School,Married,Less than $40K
797757333,43,M,Post-Graduate,Married,$60K - $80K
797898858,40,F,Uneducated,Single,Less than $40K
797998158,52,M,Uneducated,Single,$80K - $120K
798007308,57,F,High School,Married,Unknown
798011733,53,F,Graduate,Married,Less than $40K
798022683,43,M,Graduate,Married,$80K - $120K
798030933,47,M,College,Single,$60K - $80K
798035358,46,F,High School,Single,Less than $40K
798041508,50,F,Graduate,Single,Less than $40K
798045708,42,F,Graduate,Married,$40K - $60K
798047583,45,F,Uneducated,Married,Unknown
798110358,64,F,High School,Married,$40K - $60K
798114033,46,M,Graduate,Married,$60K - $80K
798120858,37,M,Uneducated,Married,$80K - $120K
798140283,57,M,Graduate,Married,$120K +
798158808,53,F,College,Single,$40K - $60K
798238008,36,F,Uneducated,Married,Less than $40K
798280683,37,M,Post-Graduate,Single,$80K - $120K
798281808,48,M,High School,Married,$60K - $80K
798308058,39,M,Graduate,Single,$40K - $60K
798451908,36,F,Graduate,Married,Less than $40K
798457833,46,F,Graduate,Married,Unknown
798473808,48,M,College,Married,$80K - $120K
798481383,40,F,Uneducated,Married,Less than $40K
798489258,59,F,Uneducated,Divorced,Unknown
798546408,61,F,College,Single,Less than $40K
798553158,62,F,Graduate,Single,Less than $40K
798558783,47,M,Graduate,Married,Less than $40K
798687258,40,M,Graduate,Married,Less than $40K
798699033,52,F,Graduate,Single,Unknown
798717783,51,F,Unknown,Single,Less than $40K
798769458,29,F,High School,Single,Less than $40K
798773208,46,F,Unknown,Divorced,Unknown
798777708,54,F,High School,Single,$40K - $60K
798783858,48,F,Unknown,Unknown,$40K - $60K
798786333,46,F,Graduate,Married,Less than $40K
798788958,32,M,High School,Single,$80K - $120K
798792408,48,M,High School,Married,$80K - $120K
798796233,37,F,High School,Married,$40K - $60K
798917883,42,F,College,Single,Less than $40K
798962058,36,F,Graduate,Married,Less than $40K
798972183,49,F,Unknown,Single,$40K - $60K
798983508,43,M,Graduate,Single,$80K - $120K
798988983,51,F,Uneducated,Married,Less than $40K
798996183,61,F,Unknown,Married,Less than $40K
799000008,57,M,Post-Graduate,Divorced,$120K +
799011558,43,M,Uneducated,Married,$120K +
799020258,44,M,Uneducated,Divorced,$60K - $80K
799026633,56,M,Uneducated,Married,$120K +
799031958,49,M,Unknown,Unknown,$80K - $120K
799224108,46,F,Graduate,Single,Less than $40K
799239033,53,F,High School,Single,$40K - $60K
799242033,45,M,Doctorate,Married,$80K - $120K
799249833,34,M,Graduate,Single,Less than $40K
799253808,42,M,High School,Married,$80K - $120K
799468083,51,M,Graduate,Married,$40K - $60K
799475658,51,F,Uneducated,Married,Less than $40K
799486158,39,F,Graduate,Married,Less than $40K
799498158,31,M,Post-Graduate,Married,$60K - $80K
799700208,38,M,Graduate,Single,$60K - $80K
799707858,50,F,High School,Married,Less than $40K
799711833,50,F,College,Married,Unknown
799717458,42,F,Unknown,Married,Less than $40K
799720158,50,M,Graduate,Single,$80K - $120K
799723908,46,M,High School,Married,$80K - $120K
799731033,34,F,Doctorate,Single,Less than $40K
799825758,42,M,High School,Divorced,$60K - $80K
800164083,53,M,Uneducated,Unknown,$120K +
800758233,30,M,College,Single,$60K - $80K
800869758,49,M,Unknown,Married,$80K - $120K
801036033,31,M,High School,Single,$40K - $60K
801037833,38,M,Uneducated,Single,$80K - $120K
801048483,34,M,Uneducated,Divorced,$120K +
801053208,39,F,High School,Married,Less than $40K
801056358,51,M,High School,Single,$80K - $120K
801064833,42,M,Graduate,Married,$80K - $120K
801083133,57,F,Uneducated,Single,Less than $40K
801363633,60,F,Graduate,Married,Unknown
801366783,51,F,College,Single,Less than $40K
801369258,47,F,Post-Graduate,Married,$40K - $60K
801373833,49,M,College,Divorced,$40K - $60K
801380808,44,M,Doctorate,Married,$80K - $120K
801383808,50,M,Graduate,Single,$60K - $80K
801385458,52,M,Uneducated,Married,$120K +
801497508,56,F,Graduate,Married,Less than $40K
801499908,43,F,Graduate,Married,Less than $40K
801502008,37,M,Graduate,Married,$60K - $80K
801508383,48,M,Graduate,Married,$80K - $120K
801516183,52,F,Graduate,Single,Less than $40K
801518958,56,F,Graduate,Married,Unknown
801700233,36,M,Graduate,Single,$120K +
801709308,44,F,Uneducated,Married,Unknown
801715383,45,M,Graduate,Married,$60K - $80K
801726933,34,M,Graduate,Married,$120K +
801728658,53,M,Graduate,Single,$60K - $80K
801783108,46,M,College,Married,$120K +
801786483,51,M,High School,Single,$80K - $120K
801977733,40,F,High School,Single,Less than $40K
801989733,55,M,Uneducated,Single,$60K - $80K
801994458,58,M,Unknown,Single,$40K - $60K
802002858,62,F,High School,Married,Unknown
802013583,56,M,College,Married,$120K +
802031583,53,M,Uneducated,Single,$80K - $120K
802087683,32,M,Post-Graduate,Married,$60K - $80K
802101858,40,F,Unknown,Married,Less than $40K
802243458,48,M,Doctorate,Single,$40K - $60K
802247658,59,M,Uneducated,Single,$40K - $60K
802276683,56,M,Graduate,Married,$80K - $120K
802449933,29,M,Uneducated,Married,$40K - $60K
802455633,56,F,Unknown,Single,Less than $40K
802460433,57,F,High School,Married,Unknown
802464033,65,F,Graduate,Married,Less than $40K
802600233,51,F,Graduate,Single,$40K - $60K
802622733,44,F,Uneducated,Single,$40K - $60K
802662858,55,F,Graduate,Divorced,Less than $40K
802666083,48,F,Uneducated,Unknown,Less than $40K
802668333,49,M,Graduate,Single,$80K - $120K
802673508,57,M,Graduate,Single,$120K +
802675983,42,F,Graduate,Married,Less than $40K
802795608,54,F,High School,Single,Less than $40K
802817358,38,F,High School,Married,Unknown
802822833,51,M,Uneducated,Unknown,$80K - $120K
802834158,42,M,Unknown,Married,$60K - $80K
802856508,42,M,Graduate,Single,$80K - $120K
802867683,53,F,High School,Single,$40K - $60K
802875333,51,M,High School,Single,$60K - $80K
802878408,53,F,Graduate,Married,$40K - $60K
802884933,61,M,Graduate,Married,$60K - $80K
802890333,59,M,Uneducated,Married,$40K - $60K
802937058,53,M,Graduate,Married,$80K - $120K
803026008,48,M,Unknown,Married,$80K - $120K
803028858,38,F,Graduate,Single,Less than $40K
803043933,44,F,Uneducated,Divorced,Less than $40K
803097333,41,M,Graduate,Married,$80K - $120K
803113383,55,F,Uneducated,Single,Less than $40K
803115258,62,M,College,Unknown,$40K - $60K
803124408,41,F,Unknown,Married,Unknown
803132733,54,F,Graduate,Married,Less than $40K
803148033,54,M,College,Married,$80K - $120K
803197833,49,F,Post-Graduate,Divorced,$40K - $60K
803205258,51,F,Graduate,Single,Unknown
803214108,33,F,High School,Single,Unknown
803216433,43,F,Graduate,Married,Less than $40K
803231058,53,M,High School,Single,Less than $40K
803319633,51,F,High School,Married,Less than $40K
803335008,48,F,Graduate,Divorced,Unknown
803339583,49,F,Post-Graduate,Married,Less than $40K
803342358,55,M,Graduate,Married,$60K - $80K
803347908,34,F,Graduate,Single,Less than $40K
803355408,50,M,Unknown,Married,$60K - $80K
803366358,38,M,Unknown,Single,$60K - $80K
803380383,46,F,Graduate,Divorced,Less than $40K
803398983,35,F,Unknown,Divorced,Less than $40K
803406558,30,F,Uneducated,Single,Unknown
803408733,32,M,High School,Divorced,$60K - $80K
803415183,44,M,Unknown,Single,$80K - $120K
803418783,40,M,Graduate,Married,$60K - $80K
803421108,49,M,Graduate,Single,$80K - $120K
803587533,33,M,Uneducated,Single,$60K - $80K
803595858,56,F,High School,Married,$40K - $60K
803606958,57,F,Graduate,Single,Less than $40K
803648508,43,M,High School,Unknown,$80K - $120K
803652633,47,F,Uneducated,Single,Less than $40K
803655333,53,M,Post-Graduate,Single,$60K - $80K
803657133,60,M,Graduate,Single,$40K - $60K
803665983,52,M,Unknown,Married,$60K - $80K
803776533,46,M,Post-Graduate,Single,$60K - $80K
803796708,52,M,Uneducated,Unknown,$120K +
803800533,39,M,Unknown,Single,$40K - $60K
803805483,46,F,College,Married,Unknown
803833608,40,M,Uneducated,Single,$40K - $60K
803880108,47,F,High School,Single,$40K - $60K
803938908,49,F,Uneducated,Single,Less than $40K
803952408,52,F,Uneducated,Married,Less than $40K
803957508,52,M,Unknown,Single,$80K - $120K
803963808,39,M,Graduate,Single,$80K - $120K
803968233,39,F,Uneducated,Married,Less than $40K
803973483,49,F,Unknown,Single,Less than $40K
803977008,39,M,Unknown,Married,$60K - $80K
804045933,36,M,Graduate,Married,$80K - $120K
804158583,60,M,High School,Married,Less than $40K
804310758,58,M,Graduate,Married,$120K +
804337233,45,F,High School,Single,Less than $40K
804344733,46,F,Unknown,Single,Less than $40K
804359133,55,M,High School,Married,$120K +
804371733,40,M,Uneducated,Married,$80K - $120K
804403908,50,M,Graduate,Single,$60K - $80K
804413508,41,M,High School,Single,$80K - $120K
804415083,45,M,Unknown,Married,$60K - $80K
804424383,63,M,Unknown,Married,$60K - $80K
804426858,35,F,Uneducated,Married,Less than $40K
804428958,47,M,Graduate,Married,$40K - $60K
804431283,57,F,Graduate,Married,Less than $40K
804434058,47,M,College,Married,$60K - $80K
804437658,42,F,Doctorate,Married,Less than $40K
804462633,43,F,High School,Divorced,Less than $40K
804481608,37,F,Unknown,Single,Less than $40K
804577833,44,F,Graduate,Married,Less than $40K
804583833,56,F,High School,Married,Unknown
804595158,44,F,Graduate,Single,Less than $40K
804598908,35,M,Graduate,Single,$80K - $120K
804601833,44,M,High School,Unknown,$60K - $80K
804606033,46,M,High School,Unknown,$40K - $60K
804610908,49,F,Doctorate,Married,Less than $40K
804649833,42,M,Post-Graduate,Married,$40K - $60K
804658833,53,F,Unknown,Married,Less than $40K
804661083,50,M,Graduate,Single,$80K - $120K
804663258,54,M,High School,Married,$80K - $120K
